Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H
309,664,H,OklahomaState,49,36,85,4.5,4.5,-200,0.5
309,665,V,CentralFlorida,34,28,62,137.5,139,125,75
309,666,H,Temple,35,32,67,0,2.5,-145,1.5
309,667,V,GeorgiaState,42,48,90,157,158,200,84.5
309,668,H,GeorgiaSouthern,39,46,85,4,5.5,-250,4.5
309,669,V,ULLafayette,42,42,90,1.5,2,-135,83.5
309,670,H,ArkansasState,34,50,87,156.5,157,115,2.5
309,671,V,USC,37,30,67,143.5,145.5,300,78.5
309,672,H,Colorado,30,48,78,6,8,-400,6.5
309,673,V,Yale,34,47,81,1,3.5,-170,75
309,674,H,Princeton,27,32,59,143,142.5,145,0
309,675,V,NewMexico,41,40,81,5,5,-220,4
309,676,H,Wyoming,42,46,88,146,146.5,180,79.5
309,677,V,Davidson,32,41,73,4.5,4.5,-200,4
309,678,H,Richmond,36,33,69,140,139.5,170,75.5
309,679,V,Alabama,31,39,70,146,146,170,78
309,680,H,Arkansas,36,46,82,3.5,4.5,-200,1
309,681,V,Brown,27,24,51,138,139,215,72.5
309,682,H,Pennsylvania,27,31,58,5,6,-265,4
309,683,V,Oklahoma,22,31,53,125.5,127,300,67.5
309,684,H,KansasState,32,36,68,6,7.5,-400,2
309,685,V,Dayton,37,41,78,4,4,-185,0.5
309,686,H,Duquesne,29,38,67,141.5,144,155,76.5
309,687,V,Dartmouth,29,22,51,138,137.5,135,72.5
309,688,H,Cornell,28,38,66,3,3,-155,2.5
309,689,V,Harvard,37,30,83,3.5,2,-135,2
309,690,H,Columbia,44,23,81,138,138,115,75
309,691,V,SanJoseState,40,41,81,142.5,146,2625,79
309,692,H,FresnoState,59,62,121,23,22.5,-5500,8.5
309,693,V,AirForce,24,28,52,137.5,137,375,73
309,694,H,BoiseState,45,35,80,9.5,9,-500,0.5
309,695,V,UCLA,31,50,81,159,157,215,1.5
309,696,H,Utah,51,41,92,4.5,6,-265,83
309,697,V,Duke,40,30,70,165,166,180,86.5
309,698,H,NorthCarolina,38,41,79,2.5,5,-220,5.5
309,699,V,CalRiverside,38,33,71,126.5,126.5,350,69
309,700,H,UCDavis,28,42,70,9,9,-450,8
309,701,V,Vanderbilt,28,31,59,145,142,800,75
309,702,H,LSU,43,37,80,14,13.5,-1400,5
309,703,V,WichitaState,37,45,82,9,11,-750,4.5
309,704,H,Tulane,28,51,79,140,144.5,525,77
309,705,V,Hawaii,33,38,71,141.5,143,145,76
309,706,H,CSFullerton,34,25,59,4,3.5,-170,2.5
309,707,V,Tulsa,27,36,63,157.5,158.5,320,81.5
309,708,H,MemphisU,31,35,66,8,8.5,-420,4.5
309,709,V,CSNorthridge,33,41,74,143.5,143.5,600,78
309,710,H,CalIrvine,49,37,86,13.5,12,-900,3.5
309,711,V,CalSantaBarb,50,42,92,8,8,-400,3
309,712,H,CalPolySLO,38,44,82,137,140.5,300,79
309,713,V,Oregon,27,28,55,124,125,210,65.5
309,714,H,WashingtonU,18,29,47,4.5,6,-260,5.5
309,715,V,SanDiegoState,37,16,53,142.5,145,850,78.5
309,716,H,Nevada,42,39,81,14,14.5,-1500,7.5
309,717,N,Bradley,25,28,53,121,118.5,215,64.5
309,718,N,LoyolaChicago,22,29,51,5,6,-265,5.5
309,719,N,NorthernIowa,28,32,60,135,3,-155,2.5
309,720,N,Drake,31,27,58,1,132,135,70.5
309,721,N,Towson,31,42,73,131,1,-120,1.5
309,722,N,JamesMadison,34,40,74,0,130.5,100,70.5
309,723,N,NCWilmington,46,47,93,2.5,3,-160,82
309,724,N,Elon,38,48,86,151,152,140,0.5
309,725,N,Pepperdine,42,47,89,147,145.5,300,79
309,726,N,SanFrancisco,34,38,72,5,8,-400,8
309,727,N,SanDiego,46,34,80,145,144.5,145,75.5
309,728,N,BYU,19,38,57,2,3.5,-170,6.5
309,729,V,FlaAtlantic,28,33,61,154,156,240,79.5
309,730,H,Marshall,28,48,76,6,6.5,-300,4.5
309,731,V,OldDominion,32,18,50,1.5,2.5,-145,3
309,732,H,UAB,37,27,64,127,127,125,70.5
309,733,V,TexSanAntonio,26,22,48,144.5,143.5,180,2
309,734,H,SouthernMiss,40,41,81,5,5,-220,75
309,735,V,NorthTexas,24,34,58,149.5,151,100,3.5
309,736,H,FloridaIntl,40,33,73,1,1,-120,78.5
309,737,V,CharlotteU,33,45,78,139,139,200,73.5
309,738,H,Rice,30,40,70,6.5,5.5,-250,4.5
309,739,V,UTEP,18,29,47,130.5,134,260,70
309,740,H,MiddleTennSt,25,23,48,8.5,7,-330,2
309,743,V,NorthernArizona,29,45,89,142,143,700,76
309,744,H,NorthernColorado,35,39,78,13,13,-1100,6
309,745,V,EWashington,40,40,80,147.5,150.5,185,81
309,746,H,WeberState,42,35,77,6.5,5,-230,2.5
309,747,V,IdahoU,45,23,68,147.5,149,525,79
309,748,H,IdahoState,34,36,70,10,11.5,-750,10
309,749,V,MontanaState,41,39,80,160.5,163.5,120,86.5
309,750,H,PortlandState,42,42,84,2.5,2.5,-140,1.5
309,751,V,Montana,43,43,86,4.5,4.5,-200,2.5
309,752,H,SacramentoState,41,27,68,138.5,136.5,170,75.5
309,753,N,VMI,37,35,72,153,153,1750,81.5
309,754,N,Wofford,48,51,99,19.5,20,-3500,9
309,755,N,Chattanooga,33,31,64,138.5,138.5,800,74.5
309,756,N,ETennesseeSt,37,31,68,12.5,14,-1400,7.5
309,757,N,Samford,43,27,70,143,143.5,230,77
309,758,N,NCGreensboro,31,46,77,6,6.5,-280,7.5
309,759,N,Mercer,36,38,74,134,137.5,450,74.5
309,760,N,Furman,39,46,85,11,10.5,-650,5.5
309,761,N,Monmouth,50,48,98,132.5,133.5,145,75
309,762,N,Quinnipiac,45,47,92,3,3.5,-170,3.5
309,763,N,Siena,30,57,87,136.5,136,125,72
309,764,N,Rider,29,52,81,1,2.5,-145,3
309,765,N,WesternIllinois,38,41,79,149,149,1000,79.5
309,766,N,SouthDakotaState,28,48,76,15,15,-2000,12
309,767,N,NorthDakota,46,30,76,151.5,150,230,83.5
309,768,N,NebraskaOmaha,48,33,81,5.5,6.5,-280,3
309,769,N,MurrayState,26,51,77,159,156,115,0.5
309,770,N,Belmont,31,34,65,3,2,-135,80
309,307191,V,UMKC,33,43,76,12,10.5,-650,3.5
309,307192,H,ChicagoSt,23,38,61,144.5,146,450,76
309,307193,V,GrandCanyon,38,33,76,3.5,3,-160,1.5
309,307194,H,SeattleU,37,34,83,135,137.5,140,74.5
309,307195,V,CentralArkansas,41,29,70,2,2,-135,76
309,307196,H,NorthwesternSt,21,42,63,147,147,115,3.5
309,307197,V,IncarnateWord,27,24,51,135.5,134.5,1300,73
309,307198,H,AbileneChristian,42,39,81,17.5,17,-2150,6
309,307199,V,SELouisiana,35,28,63,1.5,1.5,-125,74
309,307200,H,NichollsState,33,36,69,139,140,105,0
309,307201,V,ArkPineBluff,41,50,91,2,2,-135,72.5
309,307202,H,MissValleySt,36,21,57,134,134.5,115,0.5
309,307203,V,SamHoustonSt,34,34,68,4,4,-185,1
309,307204,H,StephenFAustin,30,27,57,142,142,155,75
309,307205,V,McNeeseState,19,39,58,143.5,144.5,600,74.5
309,307206,H,Lamar,40,43,83,12,12,-900,2.5
309,307207,V,AlcornState,38,26,64,137,136.5,1100,74.5
309,307208,H,PrairieViewA&M,47,51,98,15.5,15.5,-1700,7
309,307209,V,AlabamaA&M,20,38,58,129,130,700,67
309,307210,H,Grambling,30,36,66,13,13,-1100,4
309,307211,V,HoustonBaptist,38,31,69,147,146.5,135,78.5
309,307212,H,TexasA&MCorpus,36,40,76,4,3,-155,2
309,307213,V,AlabamaState,25,45,70,126.5,125,180,1
309,307214,H,JacksonState,36,46,82,5,5,-220,66.5
309,307215,V,Southern,43,44,87,149,149.5,900,81
309,307216,H,TexasSouthern,37,40,77,15.5,14.5,-1600,10
309,307217,V,CSBakersfield,27,34,61,141,140,450,73.5
309,307218,H,UtahValley,32,44,76,11,10.5,-650,4.5
309,307219,V,CaliforniaBaptist,22,41,63,144.5,143.5,800,76
309,307220,H,NewMexicoState,48,27,75,14,14,-1400,2
309,307221,V,RobertMorris,26,36,62,135,135,210,71.5
309,307222,H,FairleighDickinson,28,38,66,6,5.5,-260,2
309,307223,V,LongIsland,24,40,64,151,146.5,185,75
309,307224,H,StFrancisPA,30,42,72,4,5,-230,2
309,307225,V,AlbanyNY,25,29,54,126,127,190,67.5
309,307226,H,MDBaltimoreCo,29,33,62,4.5,5,-240,2
309,307227,V,UMassLowell,37,33,70,152,150.5,325,79
309,307228,H,Hartford,31,47,78,8.5,8.5,-425,8
309,307229,V,Maine,22,35,57,127,127.5,2250,69.5
309,307230,H,Vermont,41,32,73,21.5,21,-4500,9
309,307231,V,Binghamton,43,35,78,133,132,550,72
309,307232,H,StonyBrook,25,47,72,14,11.5,-800,11
310,831,V,Illinois,32,24,56,147.5,147.5,300,77.5
310,832,H,PennState,31,41,72,7.5,8,-400,5
310,833,V,Rutgers,36,37,73,129.5,132.5,300,72.5
310,834,H,IndianaU,46,43,89,7.5,7.5,-400,2.5
310,835,V,HoustonU,37,48,85,127,127.5,135,69.5
310,836,H,Cincinnati,35,34,69,2,2.5,-155,3
310,837,V,Iowa,37,44,91,150,151,100,78.5
310,838,H,Nebraska,31,50,93,1.5,1,-120,2
310,839,V,Connecticut,36,46,82,5,6,-275,3
310,840,H,EastCarolina,33,40,73,140,141,225,74
310,841,V,SMU,36,41,77,134.5,133.5,115,72.5
310,842,H,SouthFlorida,28,43,71,2.5,2,-135,3
310,843,V,Wisconsin,26,37,73,2,4.5,-240,64
310,844,H,OhioState,16,47,67,120,123.5,190,1
310,845,N,JamesMadison,30,37,67,150,147.5,700,77.5
310,846,N,Hofstra,37,39,76,10,12,-1100,6
310,847,N,Delaware,31,54,85,140,139.5,180,0.5
310,848,N,William&Mary,45,34,79,4.5,5,-220,75
310,849,N,NCWilmington,28,31,59,152.5,150.5,450,78.5
310,850,N,Northeastern,39,41,80,10,10.5,-650,4.5
310,851,N,Drexel,24,37,61,149,147.5,425,77
310,852,N,CollCharleston,38,35,73,8.5,10,-600,2.5
310,855,N,NorthernIowa,27,27,54,123.5,119,115,62
310,856,N,Bradley,15,42,57,1,2,-135,4.5
310,857,N,ETennesseeSt,30,42,72,141,139,200,75
310,858,N,Wofford,37,44,81,7.5,5.5,-250,1
310,859,N,Furman,24,38,62,1.5,2,-135,1
310,860,N,NCGreensboro,26,40,66,135,137.5,115,72
310,861,N,Siena,22,35,57,140,138,105,2.5
310,862,N,Iona,35,38,73,2,1.5,-125,73
310,863,N,Monmouth,35,38,73,1,1,-120,71.5
310,864,N,Canisius,26,33,59,137.5,138,100,2.5
310,865,N,OralRoberts,48,25,73,143.5,142.5,130,78.5
310,866,N,NorthDakotaState,43,43,86,3,2.5,-150,1
310,867,N,SouthDakota,25,45,70,152,1,-115,5.5
310,868,N,IPFW,52,44,96,0,153.5,-105,81
310,307401,V,Navy,34,36,70,140,137,600,74.5
310,307402,H,Colgate,42,38,80,12,11.5,-900,4.5
310,307403,V,Lehigh,39,36,75,158,159.5,240,85.5
310,307404,H,Bucknell,45,52,97,5.5,6,-300,2
310,307405,V,GardnerWebb,27,49,76,140,134,260,70.5
310,307406,H,Radford,22,43,65,7.5,7,-330,6.5
310,307407,V,Liberty,29,45,74,140,136.5,250,72
310,307408,H,Lipscomb,28,40,68,6.5,6.5,-310,4.5
311,869,V,WesternMichigan,33,34,67,152.5,154.5,375,81.5
311,870,H,CentralMichigan,35,46,81,10,9,-500,5
311,871,V,BallState,23,38,61,130.5,132,135,0.5
311,872,H,EasternMichigan,29,14,43,2,2.5,-155,71
311,873,V,MiamiOhio,24,27,51,127.5,130,200,1.5
311,874,H,Akron,39,41,80,5.5,5.5,-250,70
311,875,V,Ohio,28,33,61,139,139.5,150,3
311,876,H,NorthernIllinois,44,36,80,4.5,4,-180,74.5
311,877,N,Delaware,25,42,74,151,147,550,76.5
311,878,N,Hofstra,38,29,78,9.5,11,-800,3
311,879,N,CollCharleston,33,34,67,140,138,140,73.5
311,880,N,Northeastern,35,35,70,3,3,-160,1.5
311,881,N,WiscGreenBay,20,34,54,148,148,210,77.5
311,882,N,WrightState,33,33,66,6.5,5.5,-260,0.5
311,883,N,Oakland,37,26,63,154,152,200,81
311,884,N,NorthernKentucky,37,27,64,5,5.5,-250,4.5
311,885,N,Pepperdine,26,48,74,158,156,5000,80.5
311,886,N,Gonzaga,47,53,100,23,25,-12500,10
311,887,N,SanDiego,28,34,62,129,127,160,68
311,888,N,SaintMarysCA,33,36,69,5,4,-190,1
311,889,N,WesternIllinois,40,33,73,138.5,137.5,240,76
311,890,N,NorthDakotaState,49,27,76,6.5,6.5,-300,1.5
311,891,N,IPFW,30,30,60,1,162.5,-110,1.5
311,892,N,NebraskaOmaha,37,24,61,164.5,0,-110,84.5
311,893,N,NCGreensboro,31,27,58,141.5,135.5,275,72
311,894,N,Wofford,27,43,70,6,7.5,-350,6.5
311,895,N,Monmouth,30,30,60,145,139.5,175,73
311,896,N,Iona,36,45,81,4.5,4.5,-210,0.5
311,307501,N,DelawareState,31,40,71,153,156,275,79.5
311,307502,N,SavannahState,25,42,67,6.5,7,-350,6.5
312,601,N,WakeForest,31,40,71,140,141.5,275,76
312,602,N,MiamiFlorida,34,45,79,7,7.5,-350,4
312,603,N,NotreDame,52,26,78,1.5,1.5,-125,69
312,604,N,GeorgiaTech,32,39,71,126.5,126.5,105,3.5
312,605,N,Pittsburgh,36,44,80,1,134.5,-110,71.5
312,606,N,BostonCollege,21,49,70,133.5,0,-110,4
312,607,V,ArkansasState,32,35,67,143,142,170,76
312,608,H,SouthAlabama,29,46,75,5,4.5,-200,4
312,609,V,AppalachianSt,36,44,80,156.5,157,280,83
312,610,H,ULMonroe,42,47,89,8,7.5,-360,2.5
312,611,N,Northeastern,42,40,82,2.5,2.5,-150,78
312,612,N,Hofstra,26,48,74,153,145.5,130,3
312,613,N,NorthernKentucky,44,33,77,140,133,-105,73.5
312,614,N,WrightState,34,32,66,0,1,-115,3
312,615,N,SaintMarysCA,27,33,60,145.5,139.5,1000,72.5
312,616,N,Gonzaga,24,23,47,15.5,15,-2000,11
312,617,N,NorthDakotaState,41,32,73,148,145,155,77
312,618,N,NebraskaOmaha,27,36,63,2.5,3.5,-185,5
312,307601,V,FairleighDickinson,40,45,85,148,146,170,77
312,307602,H,StFrancisPA,31,45,76,2.5,4.5,-200,5
312,307603,V,Binghamton,22,29,51,133,128.5,1400,69
312,307604,H,Vermont,52,32,84,17,17,-4000,4.5
312,307605,V,Hartford,18,50,85,133.5,1,-120,5
312,307606,H,MDBaltimoreCo,37,31,90,1.5,130.5,100,69.5
312,307607,N,SoCarolinaSt,38,25,63,6,5.5,-250,70
312,307608,N,MDEasternShore,22,32,54,131.5,130,200,1.5
312,307609,N,MorganState,41,30,71,3.5,3,-155,78.5
312,307610,N,CoppinState,33,48,81,142,144,135,0.5
312,307611,V,AlcornState,35,31,66,137.5,138.5,1100,75
312,307612,H,PrairieViewA&M,38,48,86,16.5,16,-2500,9.5
312,307613,V,ArkPineBluff,25,27,52,137,134.5,180,71.5
312,307614,H,Grambling,36,23,59,5.5,5,-220,1
312,307615,V,Southern,25,45,70,149,150,650,78
312,307616,H,TexasSouthern,36,44,80,13.5,12,-1000,4
312,307617,V,AlabamaState,35,23,58,127.5,128,200,68.5
312,307618,H,JacksonState,21,28,49,5.5,5.5,-250,6.5
313,621,N,Clemson,42,16,58,1,2.5,-145,78
313,622,N,NCState,26,33,59,140,145.5,125,3
313,623,N,MiamiFlorida,21,35,56,137,137,375,0
313,624,N,VirginiaTech,38,33,71,7.5,8,-500,71.5
313,625,N,NotreDame,25,28,53,134.5,133.5,350,72.5
313,626,N,Louisville,34,41,75,7.5,7.5,-450,2
313,627,N,Pittsburgh,36,23,59,130,126.5,190,68.5
313,628,N,Syracuse,30,43,73,7,5.5,-240,4.5
313,629,N,Massachusetts,30,26,64,5,4,-185,1.5
313,630,N,GeoWashington,29,27,68,139,138,155,76
313,631,N,Fordham,18,32,50,134.5,133.5,175,69
313,632,N,Richmond,23,29,52,4.5,4.5,-210,1
313,633,N,ColoradoState,26,31,57,140.5,141,150,74.5
313,634,N,BoiseState,33,33,66,3,3.5,-180,0
313,635,N,Wyoming,38,30,68,147,147,350,78.5
313,636,N,NewMexico,27,51,78,7.5,9,-450,8
313,637,N,SanJoseState,28,28,56,142.5,146.5,500,76.5
313,638,N,AirForce,36,51,87,10.5,11,-700,4
313,639,N,Arizona,40,25,65,1,1.5,-125,1
313,640,N,USC,40,38,78,138.5,139,105,76
313,641,N,California,22,29,51,138,137.5,425,72
313,642,N,Colorado,28,28,56,10.5,10,-600,4.5
313,643,N,Stanford,22,50,72,1,1.5,-125,4
313,644,N,UCLA,36,43,79,151,152,105,79
313,645,N,WashingtonState,20,31,51,138.5,135,625,71
313,646,N,Oregon,37,47,84,11.5,12,-950,3.5
313,647,N,Nebraska,26,42,68,1.5,136.5,105,71.5
313,648,N,Rutgers,25,36,61,135.5,1.5,-125,1.5
313,649,N,Northwestern,27,34,69,136,134.5,150,71.5
313,650,N,Illinois,30,31,74,2,3.5,-180,1.5
313,651,N,Butler,27,30,57,1,135,110,2.5
313,652,N,Providence,38,42,80,135,1.5,-130,73
313,653,N,Depaul,35,39,74,157,153.5,190,82
313,654,N,StJohns,39,43,82,4.5,5.5,-240,2
313,655,N,Georgia,34,27,61,130,129.5,150,70.5
313,656,N,Missouri,32,39,71,3.5,3.5,-180,3
313,657,N,Vanderbilt,19,33,52,134.5,132.5,150,2.5
313,658,N,TexasA&M,34,35,69,3,3.5,-180,70
313,659,N,FlaAtlantic,34,22,56,132.5,133,145,69.5
313,660,N,LouisianaTech,20,37,57,4,3.5,-170,5
313,661,N,MiddleTennSt,34,27,61,133.5,133.5,170,72
313,662,N,UAB,33,37,70,4.5,4.5,-200,3
313,663,N,NorthTexas,39,32,71,2.5,2.5,-150,76.5
313,664,N,FloridaIntl,22,35,57,146.5,147.5,130,3
313,665,N,Rice,23,42,65,163.5,162.5,260,0.5
313,666,N,Marshall,41,41,82,6,7,-330,83
313,667,N,OklahomaState,29,41,70,138.5,138,155,2.5
313,668,N,TCU,45,28,73,4.5,4,-185,74.5
313,669,N,WestVirginia,33,39,72,145.5,143,240,75.5
313,670,N,Oklahoma,35,36,71,7,6.5,-300,4
313,671,N,SacramentoState,42,30,72,1,4,-200,74
313,672,N,NorthernArizona,27,33,60,142,140,170,2
313,673,N,IdahoState,41,39,80,149,150,110,80
313,674,N,SouthernUtah,40,54,94,2.5,2,-130,0.5
313,675,N,IdahoU,30,41,71,153,153.5,650,78
313,676,N,MontanaState,32,43,75,12,12.5,-1000,7.5
313,307701,V,Bucknell,30,50,80,147.5,146.5,145,2
313,307702,H,Colgate,43,51,94,4,3.5,-170,78
313,307703,V,SoCarolinaSt,39,34,73,145,142.5,425,77
313,307704,H,NorfolkSt,31,47,78,8,10,-600,9
313,307705,V,CoppinState,30,41,79,132,133,240,72
313,307706,H,NCarolinaA&T,38,33,82,5,6.5,-300,1.5
313,307707,N,HoustonBaptist,32,47,79,160.5,162.5,210,84.5
313,307708,N,Lamar,33,48,81,4.5,5.5,-260,3.5
313,307709,N,CentralArkansas,36,37,73,136,137,145,73
313,307710,N,TexasA&MCorpus,25,28,53,2,3,-170,4
314,681,N,Providence,24,38,62,134,130.5,230,70
314,682,N,Villanova,31,42,73,5.5,6.5,-280,2
314,683,N,Creighton,29,32,61,3,3,-160,3.5
314,684,N,Xavier,36,27,63,141,142,140,75.5
314,685,N,StJohns,26,28,54,150,148.5,160,1.5
314,686,N,Marquette,38,48,86,2,4,-190,79
314,687,N,Georgetown,28,29,57,150.5,151.5,145,3.5
314,688,N,SetonHall,53,20,73,2.5,3.5,-170,80.5
314,689,N,LaSalle,22,35,57,137,134.5,210,70.5
314,690,N,RhodeIsland,32,44,76,5,5.5,-260,1
314,691,N,GeoWashington,31,26,57,137,137,375,73
314,692,N,GeorgeMason,31,30,61,8,9,-500,6.5
314,693,N,StJosephs,49,43,92,1.5,2,-135,82
314,694,N,Duquesne,43,43,86,149,149,115,1.5
314,695,N,Richmond,36,32,68,135,134.5,190,72
314,696,N,SaintLouis,30,41,71,5,5.5,-240,5.5
314,697,N,Akron,21,25,46,142,145.5,550,77.5
314,698,N,Buffalo,38,44,82,9,11,-800,3
314,699,N,CentralMichigan,42,47,89,156,154,105,82
314,700,N,KentState,34,47,81,1,1.5,-125,3.5
314,701,N,NorthernIllinois,41,39,80,139.5,138.5,230,75.5
314,702,N,Toledo,39,37,76,6.5,6.5,-280,5.5
314,703,N,BallState,51,35,86,1,1.5,-130,2.5
314,704,N,BowlingGreen,54,45,99,144,143.5,110,80.5
314,705,N,NCState,29,27,56,131,131.5,600,69.5
314,706,N,Virginia,27,49,76,11,11.5,-900,9
314,707,N,VirginiaTech,24,32,63,1.5,1,-120,0.5
314,708,N,FloridaState,26,30,65,134.5,135.5,100,69
314,709,N,Louisville,35,35,70,151,151,260,81
314,710,N,NorthCarolina,45,38,83,6.5,7,-330,2
314,711,N,Syracuse,28,44,72,144.5,144.5,700,76.5
314,712,N,Duke,34,50,84,10.5,13.5,-1100,7
314,713,N,IndianaU,28,47,75,1.5,2,-135,3.5
314,714,N,OhioState,35,44,79,128.5,129,115,71
314,715,N,Nebraska,32,37,69,134.5,136.5,230,72
314,716,N,Maryland,20,41,61,5,6.5,-280,6.5
314,717,N,PennState,34,27,72,2,3,-160,1
314,718,N,Minnesota,30,31,77,136.5,135.5,140,73
314,719,N,Illinois,31,31,62,155,154,180,81.5
314,720,N,Iowa,37,46,83,4,5,-220,1.5
314,721,N,IowaState,38,45,83,3,3,-160,77
314,722,N,Baylor,29,37,66,145,143,140,2
314,723,N,TCU,34,27,61,124,125.5,160,68.5
314,724,N,KansasState,32,38,70,3,4,-190,3.5
314,725,N,WestVirginia,38,41,79,138,137.5,775,74.5
314,726,N,TexasTech,29,45,74,13,13,-1300,11.5
314,727,N,Texas,29,28,57,137.5,136,155,72
314,728,N,Kansas,29,36,65,2.5,3.5,-185,2.5
314,729,N,Connecticut,39,41,80,1.5,2,-135,72.5
314,730,N,SouthFlorida,26,47,73,134.5,136.5,115,2.5
314,731,V,Tulane,38,30,68,155,156.5,1100,84
314,732,H,MemphisU,52,31,83,16.5,16.5,-2500,6
314,733,N,SMU,47,27,74,1.5,2.5,-150,76.5
314,734,N,Tulsa,33,32,65,141.5,140,130,2.5
314,735,N,EastCarolina,27,30,57,138.5,138.5,550,73.5
314,736,N,WichitaState,39,34,73,11,11.5,-800,3.5
314,737,N,Arkansas,28,22,50,133,134.5,145,72
314,738,N,Florida,30,36,66,3,3.5,-170,2
314,739,N,Missouri,30,41,71,136,134,425,72
314,740,N,Auburn,32,49,81,9,9.5,-600,6.5
314,741,N,Alabama,24,38,62,142.5,143.5,155,2
314,742,N,Mississippi,38,19,57,2.5,4,-185,75
314,743,N,TexasA&M,23,31,54,142,141.5,355,73.5
314,744,N,MississippiSt,38,42,80,8,9,-460,1.5
314,745,N,USC,38,37,75,136.5,136,200,75
314,746,N,WashingtonU,43,35,78,5.5,5,-250,1.5
314,747,N,Colorado,37,36,73,141,138.5,125,72.5
314,748,N,OregonState,18,40,58,0.5,2.5,-145,5
314,749,N,UCLA,29,43,72,157,153.5,170,2
314,750,N,ArizonaState,45,38,83,4,4.5,-200,82.5
314,751,N,Oregon,18,48,66,4.5,4,-190,4
314,752,N,Utah,24,30,54,138,136.5,160,71
314,753,N,BoiseState,34,35,69,143.5,144,600,75.5
314,754,N,Nevada,29,48,77,12,11.5,-900,10
314,755,N,UNLV,24,31,55,1,136.5,120,71
314,756,N,SanDiegoState,26,37,63,139,2,-140,0.5
314,757,N,NewMexico,39,44,83,149,148,800,81
314,758,N,UtahState,39,52,91,12,13,-1400,8
314,759,N,AirForce,26,24,50,139,139,425,74.5
314,760,N,FresnoState,43,33,76,10.5,10,-600,2
314,761,N,CSNorthridge,34,34,68,147.5,145,200,78.5
314,762,N,CalSantaBarb,42,29,71,5,5.5,-250,1.5
314,763,N,UCDavis,32,35,71,131,130.5,120,70.5
314,764,N,CSFullerton,33,34,75,2.5,2,-140,1
314,765,N,CalRiverside,22,22,44,127,125.5,925,66
314,766,N,CalIrvine,33,30,63,14.5,15,-1700,5.5
314,767,N,LongBeachState,29,39,68,146.5,145.5,110,1.5
314,768,N,Hawaii,37,29,66,1.5,2,-130,77.5
314,769,N,SouthAlabama,33,37,70,151,151,125,79.5
314,770,N,ULLafayette,33,36,69,2.5,2.5,-145,2
314,771,N,ULMonroe,41,39,80,1.5,2.5,-140,81
314,772,N,CoastalCarolina,31,19,50,153,151.5,120,1.5
314,773,N,LouisianaTech,28,28,56,125.5,125,145,67
314,774,N,OldDominion,25,32,57,2,3.5,-170,3
314,775,N,UAB,35,50,85,145,144,105,1.5
314,776,N,TexSanAntonio,42,34,76,0,1.5,-125,77.5
314,777,N,NorthTexas,16,35,51,129,128,135,2
314,778,N,WesternKentucky,31,36,67,2.5,3,-155,68
314,779,N,Marshall,38,35,73,150,149,125,80.5
314,780,N,SouthernMiss,42,40,82,3.5,2.5,-145,0
314,781,N,SacramentoState,28,45,73,139.5,134.5,400,73
314,782,N,Montana,41,38,79,8,9,-550,2
314,783,N,PortlandState,34,37,71,153.5,155.5,145,81.5
314,784,N,WeberState,34,47,81,3.5,3.5,-170,2.5
314,785,N,SouthernUtah,39,44,83,154.5,141,320,75.5
314,786,N,NorthernColorado,30,34,64,3,8.5,-420,7.5
314,787,N,MontanaState,44,40,84,154,152.5,115,82
314,788,N,EWashington,45,45,90,1,2,-135,1.5
314,307801,N,ChicagoSt,23,26,49,144.5,144.5,9000,75
314,307802,N,NewMexicoState,35,51,86,27,27.5,-25000,13
314,307803,N,CSBakersfield,28,42,70,135,134,105,3
314,307804,N,UTRioGrandeValley,43,42,85,2,1.5,-125,74
314,307805,N,UMKC,37,27,64,142,142,400,77
314,307806,N,UtahValley,35,36,71,9,9.5,-550,7
314,307807,N,SeattleU,38,37,75,135.5,137.5,210,74.5
314,307808,N,GrandCanyon,35,49,84,6,6,-260,5
314,307809,N,DelawareState,28,29,57,134,136.5,575,75
314,307810,N,NCCentral,44,31,75,11,11.5,-850,2.5
314,307811,N,BethuneCookman,25,46,71,155.5,1.5,-125,3.5
314,307812,N,Howard,36,44,80,0,155.5,105,81.5
314,307813,N,Lamar,40,32,72,4,4,-190,4
314,307814,N,NewOrleansU,42,34,76,139,139.5,160,77
314,307815,N,CentralArkansas,25,40,65,141,141,145,1.5
314,307816,N,SELouisiana,36,43,79,3,3.5,-170,74
315,791,N,Connecticut,25,20,45,130,139.5,650,75
315,792,N,HoustonU,39,45,84,10,12.5,-1000,3.5
315,793,N,MemphisU,37,42,79,147.5,147.5,140,76.5
315,794,N,CentralFlorida,27,28,55,2,3,-160,4.5
315,795,N,SMU,38,36,74,130,129.5,270,71
315,796,N,Cincinnati,40,42,82,7,7,-340,4.5
315,797,N,WichitaState,35,45,80,140,140.5,105,76
315,798,N,Temple,37,37,74,2,1.5,-125,0.5
315,799,N,RhodeIsland,34,41,75,130,131,325,72
315,800,N,VaCommonwealth,37,33,70,7.5,8,-425,3.5
315,801,N,GeorgeMason,24,33,57,128,130,180,68.5
315,802,N,StBonaventure,34,34,68,3,5,-220,1
315,803,N,StJosephs,26,34,60,139,142,240,74.5
315,804,N,Davidson,27,43,70,6,6.5,-300,4
315,805,N,SaintLouis,29,35,64,131,131,170,70
315,806,N,Dayton,30,25,55,3.5,4,-200,2.5
315,807,N,OhioState,30,40,70,135,134,525,72
315,808,N,MichiganState,36,41,77,11,11,-750,5
